"Year","Month","State","Genus Species","Serotype or Genotype","Etiology Status","Location of Preparation","Illnesses","Hospitalizations","Deaths","Food Vehicle","Contaminated Ingredient"
2000,10,"Wisconsin","Shiga toxin-producing","O157:H7","Confirmed","School/college/university",29,4,0,"cake, brownie",NA
2000,8,"Wisconsin","Salmonella enterica","Typhimurium","Confirmed","Caterer (food prepared off-site from where served)",26,6,0,"coleslaw",NA
2000,7,"Wisconsin","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type",736,23,1,"watermelon",NA
2000,7,"Wisconsin","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type",736,23,1,"watermelon",NA
2000,7,"Wisconsin","Escherichia coli","O157:H7;","Confirmed; Suspected","Restaurant - other or unknown type",52,0,0,"chicken, buffalo wings; lettuce, unspecified",NA
2000,7,"Wisconsin","Shiga toxin-producing","O157:H7;","Confirmed; Suspected","Restaurant - other or unknown type",52,0,0,"chicken, buffalo wings; lettuce, unspecified",NA
2000,7,"Wisconsin","Norovirus Genogroup I","O157:H7;","Confirmed; Suspected","Restaurant - other or unknown type",52,0,0,"chicken, buffalo wings; lettuce, unspecified",NA
2000,11,"Virginia","Salmonella enterica","Enteritidis","Confirmed","Private home/residence",29,3,0,"deviled eggs; green beans, unspecified",NA
2000,7,"Virginia","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility",27,NA,NA,"eggs, unspecified","egg"
2000,4,"Virginia","Salmonella enterica","Enteritidis","Confirmed","Private home/residence; Other (describe in remarks)",106,14,0,"macaroni and cheese","egg"
2000,7,"Utah","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",28,2,0,"fried rice, unspecified",NA
2000,11,"Tennessee","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type",26,19,0,"gravy, chicken; stuffing, unspecified","egg; chicken"
2000,6,"South Carolina","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",31,NA,NA,"macaroni and cheese; unspecified fish; multiple foods",NA
2000,10,"Pennsylvania","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",25,10,0,"fish, stuffed flounder",NA
2000,9,"Pennsylvania","Salmonella enterica","Muenster","Suspected","Restaurant - other or unknown type",27,5,0,"other cheese, unspecified; meat, unspecified",NA
2000,7,"Pennsylvania","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type",32,1,0,"macaroni salad",NA
2000,6,"Pennsylvania","Salmonella enterica","Heidelberg","Confirmed","Private home/residence",56,3,0,"macaroni salad; chicken and rice; ham, unspecified",NA
2000,12,"Ohio","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",31,0,0,"tomato, unspecified","vine-stalk eg. tomato"
2000,11,"Ohio","Norovirus Genogroup II","unknown","Confirmed","Office/indoor workplace",107,3,0,"fruit salad",NA
2000,11,"Ohio","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type",43,0,0,"mixed fruit; lettuce-based salads unspecified",NA
2000,8,"Ohio","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type",49,11,0,"sandwich, submarine",NA
2000,8,"Ohio","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",132,NA,NA,"ice cream, commercial","egg"
2000,8,"Ohio","Norovirus Genogroup I","unknown","Confirmed","Other (describe in remarks)",100,NA,0,"water; lettuce-based salads unspecified; ice",NA
2000,8,"Ohio","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",41,11,0,"shell egg, other","egg"
2000,7,"Ohio","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type",26,0,0,"sandwich, submarine",NA
2000,6,"Ohio","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type",31,0,0,"salad, unspecified; multiple foods",NA
2000,4,"Ohio","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type; Private home/residence",40,NA,0,"fruit-based salads unspecified",NA
2000,4,"Ohio","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type",76,NA,0,"seven-layer salad",NA
2000,4,"Ohio","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type",60,NA,0,"seven-layer salad",NA
2000,2,"Ohio","Norovirus Genogroup II","unknown","Confirmed","School/college/university",87,NA,0,"speciality dessert unspecified",NA
2000,9,"New York","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type; Caterer (food prepared off-site from where served)",68,NA,NA,"fish, gifilte",NA
2000,3,"New York","Escherichia coli","O157:H7","Suspected","School/college/university",43,2,NA,"ground beef, cheeseburger","beef"
2000,3,"New York","Shiga toxin-producing","O157:H7","Suspected","School/college/university",43,2,NA,"ground beef, cheeseburger","beef"
2000,5,"New Mexico","Salmonella enterica","Typhimurium var Cope","Confirmed","Private home/residence",32,2,0,"stew/chili, other",NA
2000,6,"New Jersey","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility",41,8,0,"eggs, unspecified",NA
2000,7,"Mississippi","Salmonella enterica","Infantis","Confirmed","Restaurant - other or unknown type",107,3,0,"roast beef, unspecified",NA
2000,11,"Multistate","Escherichia coli","O157:H7","Confirmed","Private home/residence; Grocery store",50,30,0,"ground beef, unspecified","beef"
2000,11,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Private home/residence; Grocery store",50,30,0,"ground beef, unspecified","beef"
2000,11,"Multistate","Salmonella enterica","Thompson","Confirmed","Private home/residence",43,NA,NA,"tomato, unspecified","vine-stalk eg. tomato"
2000,4,"Multistate","Salmonella enterica","Poona","Confirmed","Restaurant - other or unknown type; Private home/residence; Grocery store; Long-term care/nursing home/assisted living facility; Other (describe in remarks)",47,11,0,"cantaloupe",NA
2000,3,"Multistate","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type; Grocery store; School/college/university",75,3,NA,"mung bean sprouts","sprouts"
2000,3,"Multistate","Salmonella enterica","Enteritidis","Confirmed","Other (describe in remarks)",88,NA,NA,"orange juice, unpasteurized","fruit, unspecified"
2000,2,"Multistate","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",333,3,NA,"pasta salad; potato salad; vegetable-based salads unspecified",NA
2000,5,"Michigan","Salmonella enterica","Braenderup","Suspected","Restaurant - other or unknown type",75,2,0,"salad, unspecified; salad dressing, unspecified","leafy green; sauces/ dressings"
2000,1,"Massachusetts","Salmonella enterica","Cubana","Suspected","Caterer (food prepared off-site from where served)",40,NA,NA,"canapes, unspecified",NA
2000,12,"Illinois","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",148,NA,NA,"lettuce-based salads unspecified",NA
2000,2,"Illinois","Salmonella enterica","Enteritidis","Confirmed","Caterer (food prepared off-site from where served)",36,10,1,"salmon, unspecified; seafood dish, unspecified",NA
2000,8,"Georgia","Salmonella enterica","Javiana","Confirmed","Caterer (food prepared off-site from where served)",44,8,0,"bread, cornbread; chicken, unspecified; ham, unspecified",NA
2000,6,"Georgia","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",26,0,0,"shell eggs, scrambled hard","egg"
2000,5,"Florida","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type",142,0,0,"soda, unspecified; pizza, unspecified",NA
2000,6,"Colorado","Salmonella enterica","Montevideo","Confirmed","Restaurant - other or unknown type",27,NA,NA,"stew/chili, unspecified",NA
2000,9,"California","Salmonella enterica","Newport","Confirmed","Private home/residence",30,2,0,"rice, unspecified; beef, bbq; beans, unspecified",NA
2000,8,"California","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type; Private home/residence",23,5,0,"goat, unspecified; parsley, unspecified",NA
2000,6,"Arkansas","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type",96,6,0,"pico de gallo","root (eg. potato)"
2000,5,"Arkansas","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type",36,14,0,"chicken, unspecified","chicken"
2000,5,"Arkansas","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type",36,14,0,"chicken, unspecified","chicken"
2000,8,"Alabama","Salmonella enterica","Mbandaka","Confirmed","Restaurant - other or unknown type",50,5,0,"pork, bbq","pork"
2000,7,"Alabama","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type; Private home/residence",29,NA,NA,"macaroni and cheese",NA
2000,6,"Alabama","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type; Private home/residence",40,1,0,"chicken, bbq; pork, bbq; beans, baked; pie, chocolate",NA
1998,12,"Pennsylvania","Salmonella enterica","Enteritidis","Confirmed","Private home/residence",21,7,0,"eggs, unspecified; potato stuffings",NA
1998,11,"New Jersey","Salmonella enterica","Enteritidis","Confirmed",NA,24,10,0,"noodle casserole",NA
1998,11,"Florida","Escherichia coli","O157:H7","Confirmed","Other (describe in remarks)",21,5,0,"pork, unspecified; rice, unspecified; beans, unspecified",NA
1998,11,"Florida","Shiga toxin-producing","O157:H7","Confirmed","Other (describe in remarks)",21,5,0,"pork, unspecified; rice, unspecified; beans, unspecified",NA
1998,11,"Washington","Salmonella enterica","Typhimurium","Confirmed","Other (describe in remarks)",50,1,0,"smoked fish",NA
1998,10,"Massachusetts","Salmonella enterica","Typhimurium","Confirmed","Other (describe in remarks)",47,2,0,"raw milk",NA
1998,9,"Maryland","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",258,4,0,"multiple cheeses, unspecified","cheese"
1998,9,"Nevada","Salmonella enterica","Enteritidis","Confirmed","Caterer (food prepared off-site from where served)",71,4,NA,"pasta, unspecified",NA
1998,9,"Maryland","Salmonella enterica","Enteritidis","Confirmed","Private home/residence; Caterer (food prepared off-site from where served)",50,NA,0,"cake, unspecified",NA
1999,9,"Illinois","Escherichia coli","O157:H7","Confirmed","Private home/residence",321,17,0,"beef, unspecified",NA
1999,9,"Illinois","Shiga toxin-producing","O157:H7","Confirmed","Private home/residence",321,17,0,"beef, unspecified",NA
1998,9,"California","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",23,1,0,"crab, cooked",NA
1998,8,"Virginia","Salmonella enterica","Enteritidis","Confirmed","Prison/jail",41,0,0,"chicken, unspecified",NA
1999,8,"Ohio","Salmonella enterica","Enteritidis","Confirmed","Other (describe in remarks)",23,NA,0,"beans, baked",NA
1998,8,"California","Salmonella enterica","Heidelberg","Confirmed","Other (describe in remarks)",200,4,0,"cake, unspecified",NA
1998,7,"California","Salmonella enterica","Enteritidis","Confirmed","Other (describe in remarks)",32,3,0,"carnitas, unspecified",NA
1999,7,"California","Salmonella enterica","Enteritidis","Confirmed","School/college/university",82,3,0,"honeydew melon; watermelon",NA
1999,7,"California","Salmonella enterica","Enteritidis","Confirmed",NA,33,0,0,"eggs, unspecified",NA
1998,6,"Ohio","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",49,2,0,"sandwich, chicken",NA
1999,6,"California","Salmonella enterica","Thompson","Confirmed","Private home/residence",47,0,0,"beef, unspecified; tripe",NA
1998,6,"Wisconsin","Escherichia coli","O157:H7","Confirmed","Other (describe in remarks)",47,10,0,"fruit salad",NA
1998,6,"Wisconsin","Shiga toxin-producing","O157:H7","Confirmed","Other (describe in remarks)",47,10,0,"fruit salad",NA
1998,6,"California","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",93,0,0,"pasta salad",NA
1998,6,"Wisconsin","Escherichia coli","O157:H7","Confirmed","Other (describe in remarks)",63,24,0,"cheddar cheese, unspecified; cheddar cheese, unpasteurized",NA
1998,6,"Wisconsin","Shiga toxin-producing","O157:H7","Confirmed","Other (describe in remarks)",63,24,0,"cheddar cheese, unspecified; cheddar cheese, unpasteurized",NA
1998,6,"Illinois","Escherichia coli","O6","Confirmed","Caterer (food prepared off-site from where served)",916,7,0,"potato salad; macaroni salad",NA
1998,5,"Multistate","Salmonella enterica","Cubana; Havana","Confirmed; Suspected","Other (describe in remarks)",40,NA,NA,"alfalfa sprouts",NA
1998,5,"Multistate","Salmonella enterica","Cubana; Havana","Confirmed; Suspected","Other (describe in remarks)",40,NA,NA,"alfalfa sprouts",NA
1999,5,"California","Salmonella enterica","Saintpaul","Confirmed","Other (describe in remarks)",36,2,0,"clover sprouts",NA
1998,5,"Indiana","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type",27,6,0,"coleslaw",NA
1998,5,"Indiana","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type",27,6,0,"coleslaw",NA
1998,4,"Utah","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",22,2,0,"fried rice, unspecified; soup, egg drop; egg rolls",NA
1998,3,"Virginia","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",23,5,0,"pie, unspecified; eggs, other",NA
1998,3,"Texas","Norovirus Genogroup II","unknown","Confirmed","School/college/university",125,60,0,"sandwich, unspecified",NA
1998,3,"Illinois","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",103,1,0,"mixed fruit; roast beef, unspecified",NA
1999,3,"California","Salmonella enterica","Thompson","Confirmed",NA,35,3,0,"cilantro, unspecified",NA
1998,3,"Pennsylvania","Salmonella enterica","Heidelberg","Confirmed","Caterer (food prepared off-site from where served)",25,1,0,"turkey and stuffing",NA
1998,1,"California","Salmonella enterica","Enteritidis","Confirmed","Private home/residence",26,3,0,"lasagna, unspecified; eggs, other",NA
2001,8,"Georgia","Norovirus Genogroup II","unknown","Confirmed","Private home/residence; Caterer (food prepared off-site from where served)",104,1,0,"coleslaw",NA
2001,7,"Massachusetts","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",46,NA,0,"bearnaise sauce",NA
2001,6,"Massachusetts","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",136,6,0,"ice; steak, other; salad dressing, unspecified",NA
2001,10,"Washington","Norovirus Genogroup I","GI_1","Confirmed","Restaurant - other or unknown type",56,0,0,"green salad",NA
2001,12,"Maryland","Norovirus Genogroup II","unknown","Confirmed","Private home/residence",67,2,0,"shrimp salad",NA
2001,10,"Florida","Norovirus Genogroup II","unknown","Confirmed","School/college/university",33,NA,NA,"shell eggs, boiled hard; macaroni salad; tuna salad",NA
2001,9,"Iowa","Salmonella enterica","Enteritidis","Confirmed","Other (describe in remarks)",27,NA,0,"chicken, nuggets/fingers","chicken"
2001,5,"Iowa","Salmonella enterica","Typhimurium","Confirmed","Private home/residence",21,3,0,"speciality salads unspecified","chicken"
2001,12,"Florida","Salmonella enterica","Oritamerin","Confirmed","Restaurant - other or unknown type",26,4,0,"shrimp coconut",NA
2001,11,"North Carolina","Escherichia coli","O157:H7","Confirmed","School/college/university",202,11,0,"other milk, unpasteurized",NA
2001,11,"North Carolina","Shiga toxin-producing","O157:H7","Confirmed","School/college/university",202,11,0,"other milk, unpasteurized",NA
2001,4,"Florida","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",35,2,NA,"mung bean sprouts",NA
2001,5,"Texas","Salmonella enterica","Group D1","Suspected","Caterer (food prepared off-site from where served)",23,NA,NA,"caesar salad; seafood salad",NA
2002,3,"Iowa","Norovirus Genogroup I","GI_1","Confirmed","School/college/university",116,0,0,"sandwich, chicken","bread"
2001,6,"New York","Salmonella enterica","Uganda","Confirmed","Restaurant - other or unknown type; Caterer (food prepared off-site from where served)",21,1,0,"pork, roasted",NA
2002,4,"Wisconsin","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",44,1,0,"sandwich, chicken parmesan",NA
2002,6,"Illinois","Salmonella enterica","Newport","Confirmed","Private home/residence",26,2,0,"pork, roasted",NA
2002,4,"Wisconsin","Salmonella enterica","Hartford","Confirmed","Restaurant - other or unknown type",43,NA,0,"refried beans, unspecified",NA
2002,6,"New York","Salmonella enterica","Enteritidis","Confirmed","Banquet Facility (food prepared and served on-site)",146,7,NA,"multiple foods",NA
2001,5,"Minnesota","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",54,2,0,"eggs benedict","egg"
2002,4,"North Carolina","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type",239,22,0,"gravy, beef; potato, mashed",NA
2002,6,"Washington DC","Salmonella enterica","Muenchen","Confirmed","Restaurant - other or unknown type",57,3,0,"pasta salad",NA
2002,8,"Maryland","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type",25,3,NA,"multiple salads",NA
2001,6,"Maryland","Salmonella enterica","Enteritidis","Confirmed","Private home/residence; Other (describe in remarks)",26,3,0,"seafood pasta; spaghetti, unspecified; deli tray",NA
2002,8,"Iowa","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",47,7,0,"mashed potato/gravy",NA
2002,10,"Tennessee","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",77,0,0,"vegetable-based salads unspecified",NA
2002,10,"Minnesota","Salmonella enterica","Enteritidis","Confirmed","Private home/residence",23,2,0,"fried rice, unspecified",NA
2001,6,"Wisconsin","Salmonella enterica","Braenderup","Confirmed","Restaurant - other or unknown type",21,0,0,"chicken, grilled",NA
2001,7,"Wisconsin","Salmonella enterica","Mbandaka; Javiana; Kentucky","Confirmed; Confirmed; Confirmed","Prison/jail",56,0,0,"meat sauce",NA
2001,7,"Wisconsin","Salmonella enterica","Mbandaka; Javiana; Kentucky","Confirmed; Confirmed; Confirmed","Prison/jail",56,0,0,"meat sauce",NA
2001,7,"Wisconsin","Salmonella enterica","Mbandaka; Javiana; Kentucky","Confirmed; Confirmed; Confirmed","Prison/jail",56,0,0,"meat sauce",NA
2001,10,"Wisconsin","Salmonella enterica","Thompson","Confirmed; Confirmed","Private home/residence",80,NA,NA,"beef/steak dish, unspecified",NA
2001,10,"New York","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",40,NA,NA,"cake, unspecified",NA
2001,4,"Massachusetts","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type; Other (describe in remarks)",29,3,0,"egg-containing food, other",NA
2001,5,"Texas","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type; Caterer (food prepared off-site from where served)",29,0,0,"cake, unspecified",NA
2001,6,"Texas","Salmonella enterica","Panama","Confirmed","Camp",134,0,0,"beans, bbq",NA
2001,9,"Arizona","Salmonella enterica","Anatum","Confirmed","Private home/residence",35,1,NA,"potato salad",NA
2001,5,"Nevada","Salmonella enterica","Group C1","Suspected","Prison/jail",317,0,0,"raw egg milkshake; eggs, unspecified",NA
2001,6,"Washington DC","Salmonella enterica","Braenderup","Confirmed","Restaurant - other or unknown type",21,NA,NA,"sandwich, other specialty",NA
2002,11,"Maryland","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",37,NA,NA,"crab cakes",NA
2001,4,"Virginia","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",231,34,0,"egg-based sauce, other",NA
2001,3,"South Carolina","Salmonella enterica","Enteritidis","Confirmed","Prison/jail",552,0,0,"tuna salad; salad bar",NA
2001,3,"Louisiana","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type",93,18,1,"macaroni and cheese; ground beef, other; peppers, green",NA
2002,10,"California","Salmonella enterica","Infantis; Typhimurium","Confirmed; Confirmed","Caterer (food prepared off-site from where served)",60,3,0,"beef, stew",NA
2002,10,"California","Salmonella enterica","Infantis; Typhimurium","Confirmed; Confirmed","Caterer (food prepared off-site from where served)",60,3,0,"beef, stew",NA
2001,6,"California","Salmonella enterica","Poona","Confirmed","Restaurant - other or unknown type; Private home/residence; Grocery store; Other (describe in remarks)",23,4,0,"honeydew melon; musk melon; watermelon",NA
2001,7,"Oklahoma","Salmonella enterica","Berta","Confirmed","Other (describe in remarks)",51,5,0,"beef, bbq; pork, bbq; ham, other","beef"
2001,4,"Maine","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",42,5,0,"eggs benedict; hollandaise sauce; egg-containing food, other",NA
2001,12,"California","Salmonella enterica","Newport","Confirmed","Other (describe in remarks)",38,14,0,"queso fresco, unspecified","milk"
2002,6,"Florida","Salmonella enterica","Javiana","Confirmed","Restaurant - other or unknown type; Other (describe in remarks)",159,3,0,"tomato, unspecified",NA
2002,10,"Texas","Salmonella enterica","Choleraesuis","Confirmed","Restaurant - other or unknown type",33,11,0,"potato, mashed",NA
2002,5,"California","Escherichia coli","O157:NM (H-)","Suspected","Private home/residence",48,0,0,"unspecified fruit; potato salad; bean salad",NA
2002,5,"California","Shiga toxin-producing","O157:NM (H-)","Suspected","Private home/residence",48,0,0,"unspecified fruit; potato salad; bean salad",NA
2002,4,"California","Escherichia coli","O157:H7","Confirmed","Fair, festival, other temp or mobile services",26,5,0,"beef, bbq","beef"
2002,4,"California","Shiga toxin-producing","O157:H7","Confirmed","Fair, festival, other temp or mobile services",26,5,0,"beef, bbq","beef"
2002,4,"California","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type",21,2,0,"beef, unspecified","beef"
2002,3,"Texas","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",700,3,0,"salsa, unspecified",NA
2002,8,"South Carolina","Salmonella enterica","Heidelberg","Confirmed","Prison/jail",26,1,0,"watermelon; ground beef, hamburger; biscuit, unspecified",NA
2001,5,"Ohio","Norovirus Genogroup II","unknown","Confirmed","Fair, festival, other temp or mobile services",110,0,0,"frozen slush drink",NA
2002,8,"Virginia","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",40,1,0,"house salad",NA
2001,1,"Ohio","Norovirus Genogroup II","unknown","Confirmed","Other (describe in remarks)",250,1,0,"ambrosia; antipasta salad",NA
2001,1,"Ohio","Norovirus Genogroup II","unknown","Confirmed","Other (describe in remarks)",27,NA,NA,"ambrosia",NA
2001,3,"Ohio","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",50,1,0,"sandwich, unspecified",NA
2001,1,"Ohio","Norovirus Genogroup II","unknown","Confirmed","Other (describe in remarks)",73,0,0,"swiss cheese, pasteurized",NA
2001,3,"Ohio","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",92,7,0,"eggs, unspecified",NA
2002,10,"Georgia","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",90,0,0,"vegetable dip, unspecified; vegetable tray",NA
2002,12,"California","Salmonella enterica","Enteritidis","Confirmed","Private home/residence",90,2,0,"beef, unspecified; pork, other",NA
2002,7,"Florida","Salmonella enterica","Johannesburg","Confirmed","Private home/residence",56,4,0,"mustard greens, unspecified; potato salad",NA
2002,12,"Washington","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type; Private home/residence",40,2,0,"eggs, unspecified","egg"
2002,10,"Oregon","Escherichia coli","O27","Confirmed","Caterer (food prepared off-site from where served)",49,0,0,"lasagna, chicken",NA
2002,11,"Texas","Salmonella enterica","Muenchen; Heidelberg","Confirmed; Suspected","Prison/jail",250,0,0,"turkey, roasted",NA
2002,11,"Texas","Salmonella enterica","Muenchen; Heidelberg","Confirmed; Suspected","Prison/jail",250,0,0,"turkey, roasted",NA
2002,12,"Colorado","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type",51,2,0,"fruit salad",NA
2002,2,"Missouri","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type",104,22,NA,"macaroni and cheese","egg"
2002,11,"Ohio","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",34,6,0,"stuffing, unspecified","egg"
2002,9,"Washington","Salmonella enterica","Hadar","Suspected","Religious facility",23,0,0,"chicken salad",NA
2002,9,"Washington","Salmonella enterica","Berta","Confirmed","Caterer (food prepared off-site from where served)",29,NA,NA,"grapes, unspecified; cantaloupe; watermelon",NA
2002,8,"Wyoming","Salmonella enterica","Typhimurium","Confirmed","School/college/university",116,4,0,"milk, 2% milk pasteurized",NA
2002,11,"Ohio","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type",107,6,0,"other milk, unpasteurized","milk"
2002,12,"Texas","Salmonella enterica","Montevideo","Confirmed","Other (describe in remarks)",55,6,0,"beef, bbq; ham, unspecified",NA
2002,2,"Alaska","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",22,NA,0,"sandwich, chicken",NA
2002,9,"Alaska","Salmonella enterica","Heidelberg","Confirmed","Unknown",31,NA,NA,"salmon, unspecified; pie, apple",NA
2002,9,"Massachusetts","Escherichia coli","O157:H7","Confirmed","School/college/university",66,2,0,"pasta bar; gelatin, unspecified",NA
2002,9,"Massachusetts","Shiga toxin-producing","O157:H7","Confirmed","School/college/university",66,2,0,"pasta bar; gelatin, unspecified",NA
2002,5,"Delaware","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type",21,4,0,"cheese sauce; chicken, buffalo wings",NA
2003,3,"Florida","Salmonella enterica","Group B","Confirmed","Restaurant - other or unknown type",24,3,NA,"sandwich, pork",NA
2002,7,"Washington","Escherichia coli","O157:H7","Confirmed","Camp",55,NA,0,"caesar salad",NA
2002,7,"Washington","Shiga toxin-producing","O157:H7","Confirmed","Camp",55,NA,0,"caesar salad",NA
2003,6,"Illinois","Salmonella enterica","Javiana","Confirmed","Restaurant - other or unknown type",227,9,0,"fajita, chicken; taco, chicken",NA
2003,5,"California","Salmonella enterica","unknown","Confirmed","Private home/residence; Caterer (food prepared off-site from where served); Other (describe in remarks)",23,NA,0,"bottled water",NA
2001,4,"Multistate","Salmonella enterica","Poona","Confirmed","Grocery store; Other (describe in remarks)",50,9,2,"cantaloupe",NA
2001,2,"Multistate","Salmonella enterica","Kottbus","Confirmed","Other (describe in remarks)",32,3,NA,"alfalfa sprouts",NA
2001,9,"Multistate","Salmonella enterica","Senftenberg","Confirmed","Grocery store; Other (describe in remarks)",40,3,NA,"grapes, green",NA
2001,4,"Multistate","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type",27,12,0,"multiple cheeses, unpasteurized","milk"
2003,7,"Georgia","Salmonella enterica","Enteritidis","Confirmed","Hospital",38,NA,NA,"eggs, scrambled","egg"
2003,8,"Maryland","Salmonella enterica","Enteritidis","Confirmed","Religious facility",104,12,0,"crab cakes","egg"
2003,4,"Wyoming","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type",65,14,0,"swiss cheese, pasteurized; mushrooms, canned",NA
2002,2,"Michigan","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",196,24,0,"cake, cassata; cannelloni","egg; egg"
2003,9,"Minnesota","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type",57,7,0,"eggs, unspecified; pancakes, unspecified",NA
2003,7,"Wisconsin","Salmonella enterica","London","Confirmed","Private home/residence",26,0,0,"sandwich, ham",NA
2003,7,"Wisconsin","Salmonella enterica","Typhimurium","Confirmed","Other (describe in remarks)",38,3,0,"chicken, unspecified",NA
2003,4,"Virginia","Norovirus Genogroup I","unknown","Confirmed","Caterer (food prepared off-site from where served)",58,0,0,"chicken salad",NA
2001,3,"Multistate","Salmonella enterica","Saintpaul","Confirmed","Private home/residence",26,1,0,"mango, unspecified","fruit, unspecified"
2003,10,"Maryland","Salmonella enterica","Enteritidis","Confirmed","Private home/residence; Grocery store",27,5,0,"ground beef, other",NA
2003,8,"Florida","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",35,0,0,"house salad",NA
2003,9,"Florida","Norovirus Genogroup I","unknown","Confirmed","School/college/university",52,NA,NA,"romaine lettuce, unspecified","leafy green"
2003,9,"Wisconsin","Salmonella enterica","Newport","Confirmed","Other (describe in remarks)",25,0,0,"pork, roasted",NA
